key_person,source,value
07f54cb0,tsncards,68926
07fa9df1,tsncards,156030
07fd7243,findagrave,60079887
07fd7243,tsncards,141708
07fe6601,tsncards,5620
080027b8,findagrave,5776092
080027b8,tsncards,23990
080027b8,tsncards,24574
08015525,findagrave,63339345
08015525,tsncards,163542
08017160,tsncards,49334
0801eaf9,tsncards,113217
0803ef53,tsncards,156810
08048ec8,findagrave,78823636
08048ec8,tsncards,53332
08074e01,tsncards,149868
08080733,tsncards,4353
08112e59,tsncards,171778
08137667,tsncards,134675
08185e54,tsncards,149772
08189349,findagrave,192068292
08189349,tsncards,133938
08194135,tsncards,170069
081dd11a,tsncards,149756
0821444b,findagrave,140836261
0821444b,tsncards,54146
0825f86c,findagrave,169567670
0825f86c,tsncards,160520
08269360,tsncards,143062
08269360,tsncards,145737
0827f895,tsncards,4929
08313564,tsncards,14280
08362d39,tsncards,116815
08367c9d,findagrave,180459405
08367c9d,tsncards,4703
0836ffba,tsncards,32829
08425672,tsncards,70881
084b7ab0,tsncards,9877
084df5f5,findagrave,32112333
084df5f5,tsncards,53290
08552fe0,tsncards,67266
0855c3b1,tsncards,63262
0859ba77,tsncards,135836
085b46a1,tsncards,97064
085dbe17,findagrave,102752473
085dbe17,tsncards,122216
0860ba92,tsncards,145337
086521b7,findagrave,137024031
086521b7,tsncards,44569
08696ab5,findagrave,221438448
08696ab5,tsncards,45973
086b2ab6,tsncards,168252
086bf534,tsncards,22197
086e6e8f,findagrave,79060572
086f538c,tsncards,149792
086f8e9c,tsncards,149743
087632ff,tsncards,29873
087a85bd,findagrave,56285696
087c62d2,tsncards,89929
087dfb03,tsncards,85838
087faadf,tsncards,178794
0882af22,findagrave,34353545
0882af22,tsncards,20883
0886aea2,tsncards,7932
08881052,tsncards,93938
08888e29,findagrave,29627649
08888e29,tsncards,99554
088d3fae,tsncards,80289
088fb260,tsncards,77794
0897e7c9,tsncards,24482
089e8f56,findagrave,46666343
089e908f,tsncards,143052
08a0aa95,tsncards,8982
08a1c818,tsncards,146998
08a6beff,tsncards,2959
08aacd22,tsncards,163306
08aad73f,tsncards,141753
08ad8057,findagrave,73418364
08ad8057,tsncards,22361
08ae3ac0,findagrave,207860337
08ae3ac0,tsncards,18557
08afabd5,tsncards,98949
08b35b77,tsncards,14153
08b69133,tsncards,14121
08b78e55,tsncards,13437
08bbc063,tsncards,99190
08bee61a,tsncards,112225
08c44719,findagrave,26861200
08c44719,tsncards,138033
08c490d5,tsncards,130685
08c4ed53,findagrave,132292760
08c4ed53,tsncards,141428
08c4ef56,tsncards,32424
08ca1f6b,findagrave,115953213
08ca1f6b,tsncards,58887
08cae7c3,findagrave,215869007
08cae7c3,tsncards,49398
08d3622e,tsncards,10841
08d525a2,findagrave,121512639
08d525a2,tsncards,68196
08d93599,tsncards,116264
08d99266,findagrave,77480853
08dc76bd,tsncards,15477
08e2dfdb,tsncards,107530
08e69e3b,tsncards,149535
08e8b0a8,tsncards,93031
08e8db2e,tsncards,150638
08e8dfc1,tsncards,151844
08ea6ce1,findagrave,229349021
08ea6ce1,tsncards,75218
08ec078d,tsncards,150378
08efc408,tsncards,32512
08f713d9,tsncards,54520
08ffe0a1,tsncards,168496
09024410,tsncards,179166
09069668,tsncards,32613
090825e7,tsncards,95118
090ab8c9,findagrave,84384539
0911e3db,tsncards,95721
091312b4,tsncards,18265
091391a4,tsncards,13041
0916a8d9,findagrave,142666175
0916a8d9,tsncards,7088
0917ebc7,findagrave,238147583
0917ebc7,tsncards,54107
091c4f03,tsncards,149515
091e3afc,tsncards,134080
0921d02d,findagrave,277906200
0921d02d,tsncards,71837
092203da,tsncards,78297
092380d6,tsncards,12373
09249833,tsncards,13214
092bd1e2,tsncards,13724
092d9776,tsncards,18089
092f237d,tsncards,12637
092f8d1b,findagrave,66121803
092f8d1b,tsncards,12144
093321ab,tsncards,13981
09373b02,findagrave,35607504
0937cd69,tsncards,149760
09395bf5,tsncards,13667
093a6b45,findagrave,48717324
093f893d,findagrave,105320432
094089c5,tsncards,60460
09420b5b,tsncards,14323
094e2fa6,tsncards,73214
09521e29,tsncards,10303
0952c3b3,tsncards,12034
09537d90,tsncards,81965
09546e9c,tsncards,151982
095a752e,tsncards,16695
095d86ac,findagrave,197481160
0961bc33,findagrave,188875013
0961bc33,tsncards,101974
0965b328,findagrave,154858053
0965b328,tsncards,10705
0968f798,findagrave,71376207
0968f798,tsncards,113579
096e3239,tsncards,32794
09710fd5,tsncards,103734
0971a87e,tsncards,134292
0971eb00,tsncards,15333
09722e49,tsncards,159686
097307ba,tsncards,1186
0976bca1,tsncards,143057
0977d660,tsncards,15602
097d9b2c,findagrave,255597801
097d9b2c,tsncards,38018
097e1005,tsncards,13713
097f9077,tsncards,13563
09809df9,tsncards,105132
0982cdb0,tsncards,14337
0983b422,tsncards,164794
098670bf,tsncards,14115
0986e83c,tsncards,12849
09893bf0,findagrave,117800297
09893bf0,tsncards,13567
098e0d52,findagrave,40785033
098e0d52,tsncards,119209
099061d8,tsncards,15085
0994b36d,tsncards,10658
0997e8ec,tsncards,48325
0998b35f,tsncards,167587
0999384d,tsncards,3031
099e51b3,findagrave,113935508
099e51b3,tsncards,276
09a25e26,findagrave,56294364
09a99a9b,tsncards,85875
09ab0222,tsncards,66604
09af1589,tsncards,126952
09afd907,findagrave,60316273
09afd907,tsncards,88447
09b57232,tsncards,11143
09b57fbc,tsncards,171967
09ba8697,tsncards,11588
09be63cf,tsncards,58047
09bf53f8,tsncards,14495
09c0e9ba,tsncards,15384
09c85cbb,tsncards,32969
09c9ce33,tsncards,12416
09cdc35d,tsncards,58349
09d05f4e,findagrave,36166803
09d05f4e,tsncards,4758
09d15ac1,tsncards,23290
09d69a14,tsncards,32894
09d78c13,tsncards,27627
09d7bd73,findagrave,116245688
09d805e8,tsncards,2695
09dcda93,tsncards,13395
09dee5ca,tsncards,100524
09e55007,tsncards,78803
09e86651,tsncards,2526
09ec7ccd,findagrave,138550289
09ec7ccd,tsncards,55877
09ecc3b9,tsncards,149701
09ee4f95,tsncards,19015
09f5dbb5,tsncards,144953
09f96b58,tsncards,78932
0a009789,findagrave,26918578
0a072ac9,tsncards,86744
0a0c4b15,tsncards,15406
0a0ee1b9,tsncards,138575
0a109601,tsncards,98835
0a143ea9,tsncards,5787
0a17e1d7,tsncards,53025
0a18bebb,tsncards,24185
0a20da33,findagrave,140994781
0a20da33,tsncards,55704
0a20f77d,tsncards,12938
0a2c2a39,tsncards,13942
0a2f4b0a,findagrave,105324676
0a2f4b0a,tsncards,47565
0a3638ff,tsncards,100541
0a369f28,tsncards,20
0a3aa26b,tsncards,159621
0a3f2bbb,tsncards,150532
0a4130ed,tsncards,82479
0a4d70b4,findagrave,192067128
0a4d70b4,tsncards,6379
0a4f15d2,tsncards,149558
0a58b5a8,findagrave,10368610
0a58b5a8,tsncards,17331
0a5e77e4,tsncards,91543
0a62be28,tsncards,32421
0a62f52a,tsncards,12423
0a65927c,tsncards,140843
0a67a459,tsncards,134871
0a6ba9d9,findagrave,73531999
0a6ba9d9,tsncards,119406
0a6deb6e,findagrave,115265602
0a6deb6e,tsncards,142922
0a7150f5,tsncards,94551
0a76981a,tsncards,133645
0a7bd59b,tsncards,133595
0a7f15bb,tsncards,75281
0a801e6b,tsncards,10033
0a821b7d,tsncards,758
0a84014c,tsncards,47113
0a873e87,tsncards,12387
0a87cb4b,findagrave,236835685
0a8f2072,findagrave,144232763
0a8f2072,tsncards,153571
0a94b10b,tsncards,32694
0a95776c,tsncards,119376
0a968ee8,tsncards,163421
0a9b406e,findagrave,166321091
0a9b406e,tsncards,141528
0a9d221f,tsncards,141988
0aa77773,findagrave,71290819
0aa77773,tsncards,52528
0aa88227,tsncards,18343
0aadc28e,findagrave,87560482
0aadc28e,tsncards,16859
0aae14cc,tsncards,125345
0abec0d7,findagrave,179846226
0abec0d7,tsncards,45529
0ac6d419,tsncards,76614
0ac74763,findagrave,103858438
0ac88810,tsncards,173624
0ad211c4,tsncards,16437
0ad4e3a4,tsncards,1429
0ad875fe,findagrave,154399683
0ad875fe,tsncards,171267
0ad8ecbc,tsncards,145897
0ad94749,tsncards,18835
0ada9d8f,tsncards,164023
0adf3bed,findagrave,69658688
0adf3bed,tsncards,131702
0adfa3f5,findagrave,261903173
0adfa3f5,tsncards,144156
0ae37340,tsncards,32526
0ae89ede,tsncards,169597
0ae89ede,tsncards,169666
0aeb9c76,findagrave,105630330
0aeeb626,findagrave,153202941
0aeeb626,tsncards,82866
0af000e5,tsncards,137688
0af57a93,tsncards,26116
0af667bf,tsncards,13901
0af8768b,findagrave,103950044
0af8768b,tsncards,1688
0af9bef3,tsncards,26007
0afc57c8,tsncards,730
0afc755c,findagrave,105574212
0afc755c,tsncards,62904
0b0489a2,tsncards,136723
0b09219c,findagrave,37841268
0b09219c,tsncards,59723
0b0a7147,findagrave,232348969
0b0a7147,tsncards,15302
0b10658e,tsncards,12586
0b151927,tsncards,94826
0b19ea1f,tsncards,83352
0b1e124e,findagrave,41004447
0b1e124e,tsncards,86694
0b21d6cf,tsncards,157539
0b2a0989,findagrave,78892895
0b2a0989,tsncards,21189
0b2c25f3,tsncards,66854
0b2c56a9,tsncards,50791
0b306dda,tsncards,126218
0b324f65,findagrave,99112865
0b324f65,tsncards,2554
0b32fdf0,tsncards,107363
0b3adb54,tsncards,164329
0b3c8ba5,tsncards,68167
0b3c925f,tsncards,89604
0b46740d,tsncards,10267
0b487e70,tsncards,10565
0b4e40e8,findagrave,187169760
0b4f3d3d,tsncards,145068
0b4fbbf9,tsncards,19339
0b54fa62,findagrave,76362302
0b54fa62,tsncards,84104
0b55583b,tsncards,43417
0b5895dd,tsncards,13439
0b5f3bb8,tsncards,71338
0b63a3da,tsncards,100491
0b6bf6e4,tsncards,17603
0b6d0521,findagrave,58967379
0b6f26b7,tsncards,9363
0b733d4f,tsncards,173662
0b74b1d2,tsncards,82896
0b74d6b6,findagrave,7783470
0b76908c,tsncards,13043
0b7a5eae,tsncards,76686
0b7be6aa,tsncards,14298
0b7d0fca,tsncards,108632
0b81008d,findagrave,75356872
0b81008d,tsncards,113320
0b827cbc,tsncards,66465
0b85b710,tsncards,92437
0b8807dd,tsncards,153013
0b948601,tsncards,10765
0b9767e1,findagrave,87542837
0b9767e1,tsncards,166390
0b986aab,tsncards,69631
0b9ad210,tsncards,181655
0b9c203e,tsncards,2309
0b9cc096,tsncards,15951
0b9e1d2b,tsncards,13273
0bab7cc1,tsncards,138475
0bac76fe,findagrave,44147879
0bac76fe,tsncards,127333
0bb7b036,findagrave,139433425
0bb7b036,tsncards,64731
0bbed6bc,tsncards,31588
0bc85f0a,tsncards,164188
0bcb1f27,findagrave,51514311
0bcb1f27,tsncards,129943
0bcccb42,tsncards,71761
0bd1ce5c,findagrave,173065214
0bd1ce5c,tsncards,110360
0bd463aa,tsncards,119465
0bddbfa3,tsncards,149845
0be5a723,tsncards,84350
0be94c73,tsncards,59443
0be9a0fa,findagrave,120839339
0be9a0fa,tsncards,19188
0beb0ef6,tsncards,32564
0bf02784,tsncards,11004
0bf5760c,tsncards,14130
0bf7b9a3,tsncards,13185
0bf7d197,tsncards,119215
0bfb645c,tsncards,99580
0bfbc889,tsncards,4809
0c007619,tsncards,124487
0c0119e5,findagrave,106478746
0c0119e5,tsncards,177881
0c011a04,findagrave,210965041
0c011a04,tsncards,1991
0c02b729,tsncards,10137
0c02b729,tsncards,10294
0c071d1a,findagrave,242175298
0c0995ef,findagrave,90721119
0c0995ef,tsncards,155924
0c099fa5,findagrave,19909548
0c099fa5,tsncards,130652
0c169417,findagrave,47506863
0c169417,tsncards,57885
0c1d14ff,tsncards,33128
0c1f0891,tsncards,114737
0c1f0891,tsncards,122069
0c20987c,tsncards,105784
0c212508,tsncards,10227
0c21d4b5,tsncardS,14613
0c238d1c,tsncards,123181
0c2557db,tsncards,1423
0c27fa57,tsncards,26466
0c27fa57,tsncards,40223
0c2a69ff,tsncards,3153
0c2b830f,tsncards,1899
0c2fd405,tsncards,58315
0c2feb09,tsncards,174664
0c33de9d,tsncards,141288
0c33f1a5,tsncards,180605
0c33f1a5,tsncards,24457
0c37146c,tsncards,149961
0c3975dc,tsncards,80865
0c3be86d,tsncards,90102
0c3ce2a7,tsncards,292
0c4155cf,tsncards,13054
0c478535,tsncards,115330
0c49e753,findagrave,67906300
0c49e753,tsncards,16247
0c4b0356,tsncards,14978
0c4b8e2e,tsncards,79747
0c4f54dd,tsncards,154512
0c54119b,findagrave,38208756
0c54119b,tsncards,61322
0c549d3b,tsncards,104363
0c55ec0a,tsncards,169544
0c5db2a5,tsncards,66209
0c5ef67d,tsncards,94137
0c638fce,tsncards,55024
0c653917,tsncards,96929
0c6580d0,findagrave,58952060
0c688ff3,tsncards,60286
0c73d9d2,tsncards,32739
0c7496a1,tsncards,13997
0c74c20f,tsncards,10272
0c79489b,tsncards,137854
0c7c63af,tsncards,170414
0c7e0a4a,tsncards,21093
0c858b50,tsncards,12834
0c8b5459,findagrave,63677406
0c8b8088,tsncards,2924
0c8bea92,tsncards,98954
0c8e66ce,tsncards,133870
0c901d40,tsncards,78135
0c975320,findagrave,183332246
0c9bf974,tsncards,12899
0c9cad78,tsncards,124471
0ca33357,tsncards,14498
0ca5e03a,tsncards,18568
0ca9e521,tsncards,57549
0caa7290,tsncards,149823
0cac2a46,tsncards,54016
0cac58ff,tsncards,32816
0cae9484,tsncards,57223
0cafb235,tsncards,26350
0cb02cd0,tsncards,10018
0cb02cd0,tsncards,12342
0cb158d8,tsncards,127981
0cb53299,findagrave,150359604
0cb53299,tsncards,3440
0cbac20f,tsncards,14980
0cbd92c9,tsncards,149667
0cbf0fbd,findagrave,7719354
0cc1b2ef,tsncards,36148
0cc2857e,tsncards,8834
0cc628d4,tsncards,12479
0cc6f3e9,tsncards,154277
0ccc1049,tsncards,35000
0cd0e1d5,tsncards,170800
0cd1b306,tsncards,13122
0cd82942,tsncards,110719
0cd9023a,tsncards,166294
0cde792a,tsncards,110165
0ce1459e,tsncards,83030
0cead322,tsncards,71454
0cf7b78f,tsncards,72143
0cf84a47,tsncards,178355
0cfb20e4,tsncards,13090
0cfc37e3,tsncards,80609
0d001ff1,tsncards,177700
0d00f9a1,tsncards,106344
0d03b85c,tsncards,10155
0d0a00f6,findagrave,203525036
0d0a00f6,tsncards,126758
0d0e8fc9,tsncards,149875
0d10b4ad,findagrave,91591442
0d10b4ad,tsncards,128171
0d14d67c,tsncards,620
0d1de48a,tsncards,55512
0d1f77f8,findagrave,115176916
0d20b67d,findagrave,16457104
0d20b67d,tsncards,12499
0d235497,tsncards,132577
0d239da1,tsncards,23358
0d247076,findagrave,190075603
0d254a44,findagrave,190460574
0d254a44,tsncards,161428
0d25b490,tsncards,16412
0d2b31bb,tsncards,7205
0d2ef34f,tsncards,65566
0d34416c,tsncards,4444
0d35a27b,tsncards,28676
0d3809d6,tsncards,90338
0d38fe2e,findagrave,195050607
0d38fe2e,tsncards,66558
0d3b57cc,tsncards,149546
0d3c5710,tsncards,94483
0d3cdeab,tsncards,149878
0d416469,findagrave,106560688
0d416469,tsncards,126706
0d44e879,findagrave,104062615
0d48252b,tsncards,98958
0d4e7d68,tsncards,170841
0d4e8ec4,tsncards,70297
0d4f5e51,tsncards,26034
0d57492e,tsncards,32418
0d5ae4ed,tsncards,73638
0d64280e,tsncards,25458
0d668da6,tsncards,107099
0d6735e1,findagrave,191897050
0d6735e1,tsncards,66621
0d67ca21,findagrave,124635828
0d7030a7,tsncards,57481
0d703706,tsncards,144367
0d725a54,tsncards,13544
0d73aa0e,findagrave,92412880
0d73aa0e,tsncards,151450
0d73fda9,tsncards,49794
0d747ef5,findagrave,436533
0d747ef5,tsncards,13300
0d75047d,findagrave,26954589
0d75047d,tsncards,5438
0d7c5088,tsncards,64709
0d82b891,tsncards,42547
0d82cb80,tsncards,84857
0d840f00,tsncards,15383
0d843809,tsncards,211
0d85e46c,findagrave,1276984
0d85e46c,tsncards,111521
0d8d7dca,tsncards,19166
0d8e16fa,tsncards,130413
0d8e523a,tsncards,57292
0d953e7c,tsncards,12409
0d961cf9,tsncards,29820
0d98b547,tsncards,58526
0d99651d,findagrave,3414000
0d99651d,tsncards,147511
0d9c677a,tsncards,77164
0d9e3c6b,tsncards,150608
0d9fe86c,tsncards,741
0da05b4b,tsncards,115284
0da05b4b,tsncards,116219
0da2dcef,tsncards,67747
0da65c55,tsncards,32925
0db23e4f,tsncards,63836
0db37682,tsncards,70739
0db99cff,findagrave,18765325
0dba402a,tsncards,120438
0dbc4896,tsncards,153035
0dbead22,tsncards,88779
0dbfa5c3,tsncards,14440
0dc0bf95,tsncards,66979
0dc255bf,tsncards,160574
0dc3fa60,tsncards,32024
0dcaa5e1,tsncards,139715
0dd4936c,tsncards,511
0dd564f9,tsncards,121482
0ddf4fb0,tsncards,22120
0ddfa971,findagrave,83409478
0ddfa971,tsncards,11235
0de07b3d,findagrave,103806655
0de35053,tsncards,141734
0de3749a,findagrave,198575492
0de3749a,tsncards,133352
0de6d718,tsncards,131077
0de7776e,tsncards,33024
0dea8cde,tsncards,81429
0df6e213,tsncards,3054
0df78c29,tsncards,108482
0dfd8d12,findagrave,83241443
0dff5f95,findagrave,140221367
0dff5f95,tsncards,26699
0e041946,findagrave,81433972
0e041946,tsncards,46578
0e06d3bf,tsncards,181348
0e08507c,tsncards,15436
0e0d6df1,tsncards,12821
0e16dfc3,findagrave,250172563
0e16dfc3,tsncards,70122
0e17e725,findagrave,23132184
0e17e725,tsncards,21380
0e1a7cb5,tsncards,14575
0e2035df,findagrave,50475576
0e2035df,tsncards,54362
0e20a2bd,tsncards,77954
0e22c98e,tsncards,46701
0e24418b,tsncards,10996
0e24962a,tsncards,18221
0e254e8e,tsncards,142
0e27c9f8,tsncards,72396
0e2c85ca,findagrave,214431732
0e2c85ca,tsncards,68568
0e2d35a4,tsncards,114348
0e3066fb,tsncards,66453
0e3f59a7,findagrave,79751890
0e45b0a4,tsncards,93930
0e4c140a,tsncards,109370
0e4d92e0,tsncards,10312
0e4df303,tsncards,17874
0e56f593,tsncards,151116
0e56f77d,tsncards,10742
0e5a0515,findagrave,178550580
0e5a0515,tsncards,145101
0e5e3421,tsncards,117814
0e65c25f,findagrave,16637851
0e65c25f,tsncards,131806
0e6ad8dd,tsncards,149708
0e6bc966,tsncards,13038
0e700f4c,tsncards,15184
0e70209a,tsncards,97129
0e7054b0,tsncards,79701
0e82e0f6,tsncards,32695
0e870e0a,findagrave,240197359
0e870e0a,tsncards,159743
0e88b8fd,tsncards,10596
0e89bf20,tsncards,149940
0e8c3c7a,tsncards,163384
0e938b51,tsncards,103249
0e96c23e,findagrave,60229723
0e96c23e,tsncards,63690
0e979539,findagrave,134646061
0e998f27,tsncards,28682
0ea40a40,tsncards,12963
0ea40a40,tsncards,22684
0ea79ac6,tsncards,197
0ea86f7d,tsncards,22492
0ea9e49c,findagrave,203734584
0ea9e49c,tsncards,754
0eb67e96,findagrave,105263522
0eb67e96,tsncards,46630
0eb81625,tsncards,9707
0ebc4da0,findagrave,154056663
0ebc92eb,tsncards,15120
0ebdb29a,findagrave,68622825
0ebdb29a,tsncards,98596
0ec90477,tsncards,137707
0eca1283,tsncards,14830
0eca6a1d,tsncards,13072
0ecd8cd4,tsncards,73260
0ed5b033,findagrave,154942785
0ed5b033,tsncards,86574
0ed7b8c8,findagrave,214478139
0ed7b8c8,tsncards,177382
0ed8585a,findagrave,148590555
0ed95474,findagrave,235105077
0ed95474,tsncards,71262
0edab237,tsncards,149835
0edab237,tsncards,99699
0edd1313,tsncards,62760
0edf8832,tsncards,389
0ee1914e,tsncards,10560
0ee228ea,findagrave,183357356
0ee228ea,tsncards,58312
0ee5fb41,findagrave,208980868
0ee5fb41,tsncards,159989
0ee5fb41,tsncards,173875
0eeb726f,tsncards,131043
0ef5978d,tsncards,66541
0ef6b0e7,findagrave,180836847
0ef6b0e7,tsncards,140598
0ef804f5,tsncards,10163
0ef804f5,tsncards,15922
0ef81fdc,tsncards,123890
0efa496f,findagrave,195854166
0efa496f,tsncards,131242
0eff4e9e,tsncards,133101
0f056a69,tsncards,10223
0f09c15b,tsncards,17321
0f09f9db,tsncards,170383
0f0eaca9,tsncards,13865
0f196a94,tsncards,18052
0f19b6ae,findagrave,87759570
0f19b6ae,tsncards,10212
0f1a4dd2,tsncards,62767
0f1d26d5,tsncards,177412
0f20ea83,tsncards,50972
0f20f265,tsncards,10941
0f216c6b,tsncards,646
0f24c206,tsncards,163132
0f26c329,tsncards,82519
0f29f738,tsncards,172341
0f2a4867,tsncards,76771
0f322436,findagrave,71832239
0f33835c,findagrave,49670788
0f33835c,tsncards,12927
0f38910a,tsncards,12619
0f3a2078,findagrave,139064865
0f3ddfcb,tsncards,101
0f419dcc,findagrave,11611554
0f419dcc,tsncards,177606
0f460570,tsncards,99789
0f471f0d,tsncards,141
0f47a839,tsncards,46692
0f49e9ad,tsncards,15358
0f4a3187,tsncards,14402
0f4d1e58,tsncards,14293
0f579baf,tsncards,24919
0f62271c,tsncards,83677
0f6e959b,tsncards,138141
0f6fcdf7,tsncards,14140
0f74a38d,tsncards,156260
0f7684cc,findagrave,94414852
0f7684cc,tsncards,141203
0f7684cc,tsncards,151473
0f77a493,tsncards,11008
0f7c5f9e,tsncards,43631
0f7ed723,findagrave,3436867
0f7ed723,tsncards,109173
0f7fa725,tsncards,103962
0f7fa725,tsncards,95151
0f7fe65c,tsncards,84888
0f806981,findagrave,87472114
0f806981,tsncards,101304
0f821bed,tsncards,79074
0f842993,tsncards,11171
0f8437b3,tsncards,14241
0f8950b8,tsncards,17730
0f8a86ad,tsncards,3169
0f8c3cd7,tsncards,93279
0f91c2ae,findagrave,274654872
0f91c2ae,tsncards,112682
0f947c9f,tsncards,163311
0f9b2aef,tsncards,57320
0f9d5471,findagrave,21630232
0f9d5471,tsncards,173033
0f9d8069,tsncards,12364
0f9f4376,tsncards,11120
0fa202b9,tsncards,91672
0fa3fbe5,tsncards,8716
0fa729c5,tsncards,108589
0fac787a,tsncards,95376
0fad7e1c,tsncards,31368
0fb4f1d9,tsncards,14487
0fb98fa5,findagrave,96314583
0fb98fa5,tsncards,100681
0fb9f51a,tsncards,114541
0fbbd31e,findagrave,281121908
0fbbd31e,tsncards,59780
0fc42410,findagrave,65247637
0fc42410,tsncards,13791
0fc51248,tsncards,104284
0fc7238a,tsncards,101430
0fc84fac,findagrave,154206332
0fc84fac,tsncards,44008
0fc84fac,tsncards,48969
0fc98a93,tsncards,105170
0fcaaeb8,tsncards,2034
0fcaaeb8,tsncards,30242
0fcf8750,tsncards,91966
0fd23285,findagrave,105704651
0fd351c8,tsncards,734
0fd3f2a2,tsncards,12836
0fd885d6,tsncards,9241
0fd9cdf6,tsncards,75996
0fdb6806,tsncards,362
0fdc0745,findagrave,26042754
0fdc2141,findagrave,161459537
0fdc2141,tsncards,125404
0fdec0f7,tsncards,163308
0fe147f3,tsncards,134754
0fe55c25,tsncards,9074
0fe7458c,tsncards,84138
0fe8c88a,tsncards,163260
0feb043e,tsncards,137871
0fec3dbd,tsncards,115504
0fee26cb,tsncards,154396
0ff26550,tsncards,59074
0ff79fbd,tsncards,64092
0ffc3f88,tsncards,15128
0ffc6720,tsncards,14287
0ffd73cf,tsncards,109091
0ffea73d,tsncards,12680
